gene	mcf7.shank2	mcf7.rara	t47d.shank2	t47d.rara	average
AASDHPPT	1	0	0.584962500721156	1	0.646240625180289
ZBTB44	0	0	2	0.584962500721156	0.646240625180289
AP003062.1	0	0	0.584962500721156	2	0.646240625180289
KDM5A	0.584962500721156	2	0	0	0.646240625180289
VWF	0.584962500721156	0	0	2	0.646240625180289
PLEKHA5	1	1	0	0.584962500721156	0.646240625180289
IPO8	0.584962500721156	1	1	0	0.646240625180289
TUBA1A	0	0.584962500721156	0	2	0.646240625180289
CELA1	1	0.584962500721156	0	1	0.646240625180289
ZDHHC17	0.584962500721156	1	1	0	0.646240625180289
SCYL2	0.584962500721156	2	0	0	0.646240625180289
GATC	0	1	1	0.584962500721156	0.646240625180289
P2RX7	0	1	0.584962500721156	1	0.646240625180289
TRPC4	1	0	0.584962500721156	1	0.646240625180289
TUBGCP3	1	0	0.584962500721156	1	0.646240625180289
C14orf182	0.584962500721156	1	0	1	0.646240625180289
HSPA2	0	0.584962500721156	1	1	0.646240625180289
CALM1	0.584962500721156	1	1	0	0.646240625180289
UNC79	-0.415037499278844	1	1	1	0.646240625180289
MIR494	0	0	0.584962500721156	2	0.646240625180289
MIR4710	0.584962500721156	1	1	0	0.646240625180289
HERC2P3	0.584962500721156	1	1	0	0.646240625180289
ANKDD1A	-1	2	0.584962500721156	1	0.646240625180289
FBRS	2	0	0	0.584962500721156	0.646240625180289
RRAD	0.584962500721156	1	1	0	0.646240625180289
HSF4	1.58496250072116	-1.58496250072116	0.584962500721156	2	0.646240625180289
TMEM208	0	0.584962500721156	1	1	0.646240625180289
PRMT7	0.584962500721156	0	2	0	0.646240625180289
ADAMTS18	1	0.584962500721156	0	1	0.646240625180289
RP11-542C16.2	1	1	1	-0.415037499278844	0.646240625180289
TMEM107	1	0.584962500721156	0	1	0.646240625180289
SNORD7	0	0.584962500721156	0	2	0.646240625180289
DCAKD	0.584962500721156	1	0	1	0.646240625180289
RPRML	1	1	0	0.584962500721156	0.646240625180289
SGCA	2	0.584962500721156	0	0	0.646240625180289
ABCA8	0.584962500721156	1	0	1	0.646240625180289
MIR3186	-0.415037499278844	2	0	1	0.646240625180289
DTNA	0.584962500721156	1	0	1	0.646240625180289
C19orf33	1	1	0.584962500721156	0	0.646240625180289
CEA	-1.32192809488736	1	2.32192809488736	0.584962500721156	0.646240625180289
KPTN	0.584962500721156	1	1	0	0.646240625180289
KLK10	0.584962500721156	1	1	0	0.646240625180289
KLK11	0.584962500721156	1	0	1	0.646240625180289
FASTKD5	1	0.584962500721156	0	1	0.646240625180289
NNAT	0.584962500721156	1	-1	2	0.646240625180289
RPRD1B	1	0.584962500721156	0	1	0.646240625180289
NTSR1	0	1	1	0.584962500721156	0.646240625180289
RP11-261N11.8	1	1	0.584962500721156	0	0.646240625180289
SEPT5	0.584962500721156	1	1	0	0.646240625180289
PLA2G3	0.584962500721156	0	1	1	0.646240625180289
TST	2	-1	0.584962500721156	1	0.646240625180289
SH3BP1	0	2	0	0.584962500721156	0.646240625180289
Z83844.1	0	2	0	0.584962500721156	0.646240625180289
GRAP2	1	1	0	0.584962500721156	0.646240625180289
POLDIP3	0.584962500721156	1	1	0	0.646240625180289
MCAT	0.584962500721156	0	1	1	0.646240625180289
USP11	0	1	1	0.584962500721156	0.646240625180289
PRICKLE3	0.584962500721156	1	1	0	0.646240625180289
GUCY2F	0.584962500721156	0	1	1	0.646240625180289
EMD	0.584962500721156	1	0	1	0.646240625180289
KCNK2	1.58496250072116	0.584962500721156	2	-1.58496250072116	0.646240625180289
EVC	2.32192809488736	0	-0.736965594166206	1	0.646240625180288
TRHDE	0.584962500721156	-0.321928094887362	2.32192809488736	0	0.646240625180288
GPR132	2.32192809488736	0	-0.736965594166206	1	0.646240625180288
ACADVL	1	0	0.415037499278844	1.16992500144231	0.646240625180288
AFF2	1.32192809488736	0.584962500721156	-0.321928094887362	1	0.646240625180288
SLC3A2	0.169925001442312	0	1.41503749927884	1	0.646240625180288
XRCC3	1.73696559416621	0.321928094887362	0	0.514573172829758	0.643366715470832
CCNF	2.08746284125034	0.678071905112638	-0.192645077942396	0	0.643222417105145
MIR1302-11	-0.84799690655495	0.415037499278844	2	1	0.641760148180974
SHISA6	1.41503749927884	1.73696559416621	-0.584962500721156	0	0.641760148180974
TRABD2B	0.736965594166206	0.415037499278844	1	0.415037499278844	0.641760148180973
ADAMTS13	0.415037499278844	0.415037499278844	-0.263034405833794	2	0.641760148180973
ETV4	2	-0.584962500721156	0.415037499278844	0.736965594166206	0.641760148180973
LMF1	0.436099114806674	1.32192809488736	-0.415037499278844	1.22239242133645	0.64134553293791
METRN	0.563900885193326	1	0.584962500721156	0.415037499278844	0.640975221298332
RAB34	1.58496250072116	0.807354922057604	-0.415037499278844	0.584962500721156	0.640560606055269
TMEM108	0.807354922057604	0.584962500721156	0.584962500721156	0.584962500721156	0.640560606055268
SMURF2	1.8073549220576	-0.415037499278844	0.584962500721156	0.584962500721156	0.640560606055267
PARP10	0.459431618637297	-1.22239242133645	2	1.32192809488736	0.639741823047052
C1orf159	0.387023123109247	0.169925001442312	2	0	0.63923703113789
BANP	0.263034405833794	1.58496250072116	0.222392421336448	0.485426827170242	0.638954038765411
SRCAP	1.13750352374994	-0.321928094887362	1	0.736965594166206	0.638135255757196
MINK1	1.16992500144231	-0.206450877467426	0.584962500721156	1	0.63710915617401
CACNA2D2	1.22239242133645	-0.263034405833794	-1	2.58496250072116	0.636080129055954
RHBDF2	0.222392421336448	0	0.736965594166206	1.58496250072116	0.636080129055954
CSMD2	1.58496250072116	0.415037499278844	0.321928094887362	0.222392421336448	0.636080129055953
WDR34	1.58496250072116	0.222392421336448	-0.584962500721156	1.32192809488736	0.636080129055953
HMHA1	1	0	0.321928094887362	1.22239242133645	0.636080129055953
RBM20	1.22239242133645	0	0	1.32192809488736	0.636080129055953
ZBTB16	0.222392421336448	1	0.321928094887362	1	0.636080129055952
TEN1-CDK3	0.584962500721156	0.222392421336448	1	0.736965594166206	0.636080129055952
CPNE5	0.807354922057604	1.32192809488736	0	0.415037499278844	0.636080129055952
MAP3K11	0.807354922057604	-0.84799690655495	0.263034405833794	2.32192809488736	0.636080129055952
SNORD42B	1.32192809488736	0.807354922057604	-0.584962500721156	1	0.636080129055952
CEP112	0.807354922057604	0.415037499278844	1.32192809488736	0	0.636080129055952
CYTH3	-1	1.32192809488736	1.8073549220576	0.415037499278844	0.636080129055951
HEATR6	2.32192809488736	0.807354922057604	1	-1.58496250072116	0.636080129055951
CEP250	2.8073549220576	1.32192809488736	0	-1.58496250072116	0.63608012905595
C5orf66	1.26303440583379	1.73696559416621	-0.459431618637297	0	0.635142095340676
HELZ2	1.44057259138598	0.678071905112638	0	0.415037499278844	0.633420498944365
TOM1L2	0.514573172829758	-0.788495894806288	1	1.8073549220576	0.633358050020267
SCN8A	2.58496250072116	-1.32192809488736	-0.321928094887362	1.58496250072116	0.6315172029169
MSI2	0.746243407754217	1.58496250072116	0.192645077942396	0	0.630962746604443
RP5-1142A6.2	0.691877704637668	0.830074998557688	1	0	0.630488175798839
KIAA0195	0.758991900496205	0.347923303420307	0.415037499278844	1	0.630488175798839
ATG4B	-0.807354922057604	-0.584962500721156	2.32192809488736	1.58496250072116	0.62864329320744
LTBP1	0.192645077942396	1.32192809488736	0	1	0.628643293207439
CPSF7	-1.22239242133645	2	0.736965594166206	1	0.628643293207439
AMBRA1	1.24792751344359	-0.321928094887362	0	1.58496250072116	0.627740479819347
LRRC56	1.24792751344359	1.58496250072116	-0.321928094887362	0	0.627740479819347
MRPL49	0.502500340529183	0	-0.321928094887362	2.32192809488736	0.625625085132295
RP5-1029K10.2	0.192645077942396	1.4594316186373	0	0.84799690655495	0.625018400783661
GPR179	1.58496250072116	-1.41503749927884	1.32192809488736	1	0.62296327408242
EIF3B	0.584962500721156	0	0.321928094887362	1.58496250072116	0.62296327408242
C9orf114	0	0.584962500721156	0.321928094887362	1.58496250072116	0.62296327408242
TNS3	-0.485426827170242	1.58496250072116	0.584962500721156	0.807354922057604	0.62296327408242
MEI1	1.58496250072116	0	0.584962500721156	0.321928094887362	0.62296327408242
BTAF1	1.32192809488736	1.58496250072116	-1	0.584962500721156	0.622963274082419
BMF	1.58496250072116	-0.415037499278844	0	1.32192809488736	0.622963274082419
PFKL	0.584962500721156	0.584962500721156	0.736965594166206	0.584962500721156	0.622963274082418
STAC	-1	2.32192809488736	0.584962500721156	0.584962500721156	0.622963274082418
MIR611	-0.415037499278844	1	1.32192809488736	0.584962500721156	0.622963274082418
ZBTB42	1	-0.415037499278844	-0.415037499278844	2.32192809488736	0.622963274082418
RN7SL784P	0.584962500721156	1.32192809488736	0	0.584962500721156	0.622963274082418
NAV2	1.51457317282976	1.32192809488736	-0.765534746362977	0.415037499278844	0.621501005158247
CHN2	2.58496250072116	0	-1.32192809488736	1.22239242133645	0.621356706792562
ZNF618	0.263034405833794	0	1.22239242133645	1	0.621356706792561
CDR2L	1	-0.736965594166206	1	1.22239242133645	0.621356706792561
KANK2	0.485426827170242	-1	2	1	0.62135670679256
TET3	-1.32192809488736	2.8073549220576	0	1	0.62135670679256
SNAI3	1.48542682717024	-1	1	1	0.62135670679256
COL18A1	0.289506617194985	0.514573172829758	0.263034405833794	1.41503749927884	0.620537923784344
SAMD10	0.893084796083488	1	0.584962500721156	0	0.619511824201161
C9orf37	0.736965594166206	1	0.415037499278844	0.321928094887362	0.618482797083103
TMEM132A	0.736965594166206	0	0.736965594166206	1	0.618482797083103
RP11-15E18.4	0.736965594166206	0.736965594166206	0	1	0.618482797083103
LIMD1	0.736965594166206	0	1.32192809488736	0.415037499278844	0.618482797083102
P2RY11	1.32192809488736	-0.263034405833794	2	-0.584962500721156	0.618482797083102
PCIF1	0.736965594166206	-0.584962500721156	0	2.32192809488736	0.618482797083102
PPM1G	2.32192809488736	1	-1.58496250072116	0.736965594166206	0.618482797083101
JADE2	0.736965594166206	2	1.32192809488736	-1.58496250072116	0.618482797083101
WNK2	1.4594316186373	0.584962500721156	-0.807354922057604	1.22239242133645	0.614857904659325
GIGYF1	1.4594316186373	0	0	1	0.614857904659325
DIAPH2	0	0.459431618637297	2	0	0.614857904659324
GRID2	1.87446911791614	1.58496250072116	-1.58496250072116	0.584962500721156	0.614857904659324
ANKRD13A	0.925999418556223	0.938599455335857	1.58496250072116	-1	0.61239034365331
CTNNA2	0.819427754358179	0.84799690655495	1.4594316186373	-0.678071905112638	0.612196093609448
ALYREF	0.652076696579693	1.64385618977472	-0.84799690655495	1	0.611983994949866
KCNK7	0.540568381362703	0.584962500721156	0	1.32192809488736	0.611864744242805
MFI2	0.807354922057604	-0.584962500721156	1.22239242133645	1	0.611196210668224
TM4SF2	0.807354922057604	-0.584962500721156	0.222392421336448	2	0.611196210668224
PXDNL	2.32192809488736	-1.58496250072116	1.22239242133645	0.485426827170242	0.611196210668223
SPEG	0.84799690655495	-1	2.58496250072116	0	0.608239851819028
PVRL1	0.584962500721156	1	-0.736965594166206	1.58496250072116	0.608239851819028
CHAD	-0.321928094887362	0.584962500721156	1.58496250072116	0.584962500721156	0.608239851819028
HSPA4	0.84799690655495	1	0.584962500721156	0	0.608239851819027
RP11-680G10.1	0.584962500721156	0.584962500721156	0.263034405833794	1	0.608239851819027
NACA	1.26303440583379	-1	2.58496250072116	-0.415037499278844	0.608239851819026
DAB2IP	0.736965594166206	-0.415037499278844	1.28010791919274	0.830074998557688	0.608027753159447
KCNIP1	0.584962500721156	1.58496250072116	-0.485426827170242	0.736965594166206	0.60536594210957
MXRA8	1.32192809488736	-1.22239242133645	0.736965594166206	1.58496250072116	0.605365942109569
ALKBH5	1	0.514573172829758	0.584962500721156	0.321928094887362	0.605365942109569
PDZD2	-0.222392421336448	0.736965594166206	0.584962500721156	1.32192809488736	0.605365942109569
ADAM11	0	0.321928094887362	2.32192809488736	-0.222392421336448	0.605365942109569
ESRRA	1.09953567355091	0.807354922057604	0.514573172829758	0	0.605365942109568
STAC2	1.58496250072116	-1.16992500144231	1	1	0.603759374819713
CCND2	2	1.58496250072116	-0.584962500721156	-0.584962500721156	0.603759374819712
NPEPPS	1.58496250072116	0.415037499278844	1	-0.584962500721156	0.603759374819712
RPL18A	0.736965594166206	-1.32192809488736	1	2	0.603759374819712
NBL1	1	0	-0.584962500721156	2	0.603759374819711
PNRC2	1	-0.584962500721156	1	1	0.603759374819711
LINC01104	0.415037499278844	0	1	1	0.603759374819711
MYO7B	-0.584962500721156	0.584962500721156	0.415037499278844	2	0.603759374819711
ZNF142	2	0.415037499278844	0	0	0.603759374819711
CHRND	0.415037499278844	1	0	1	0.603759374819711
RAMP1	2	-0.584962500721156	0	1	0.603759374819711
BRK1	1	0	1	0.415037499278844	0.603759374819711
PBRM1	1	-0.584962500721156	2	0	0.603759374819711
MINA	-0.584962500721156	1	1	1	0.603759374819711
SIAH2	0.415037499278844	0	2	0	0.603759374819711
SPATA9	-0.584962500721156	1	1	1	0.603759374819711
CYSTM1	2	0	1	-0.584962500721156	0.603759374819711
HIST1H1E	1	1	0.415037499278844	0	0.603759374819711
HMGCLL1	2	-0.584962500721156	0	1	0.603759374819711
EGFR	1	-0.321928094887362	0.736965594166206	1	0.603759374819711
ABCB8	2	2	-1	-0.584962500721156	0.603759374819711
PLEKHF2	0.415037499278844	0	2	0	0.603759374819711
SHC3	0.415037499278844	0	0	2	0.603759374819711
DNAJC25-GNG10	2	0	-0.584962500721156	1	0.603759374819711
COQ4	-0.584962500721156	0	2	1	0.603759374819711
PPP2R4	0.736965594166206	0	1	0.678071905112638	0.603759374819711
RALGDS	-0.584962500721156	1	1	1	0.603759374819711
RUFY2	1	0	0.415037499278844	1	0.603759374819711
SPI1	-0.263034405833794	0	0.678071905112638	2	0.603759374819711
CTD-2530H12.1	0	1	2	-0.584962500721156	0.603759374819711
RP11-770J1.4	0	-0.584962500721156	2	1	0.603759374819711
SLC8B1	-0.584962500721156	0	2	1	0.603759374819711
ATP6V0A2	1	0	1	0.415037499278844	0.603759374819711
DDX51	2	0	0.415037499278844	0	0.603759374819711
SERF2	-0.584962500721156	1	1	1	0.603759374819711
COX4I1	2	1	0	-0.584962500721156	0.603759374819711
RHBDL3	1.58496250072116	-1.58496250072116	0.415037499278844	2	0.603759374819711
OSBPL7	1	0	0.415037499278844	1	0.603759374819711
CD300C	0	2	-0.584962500721156	1	0.603759374819711
RP11-146N18.1	2	1	-0.584962500721156	0	0.603759374819711
AXL	0	1	-0.584962500721156	2	0.603759374819711
SNORD32A	-0.169925001442312	1	0.584962500721156	1	0.603759374819711
SNORD33	-0.169925001442312	1	0.584962500721156	1	0.603759374819711
SNORD34	-0.169925001442312	1	0.584962500721156	1	0.603759374819711
SNORD35A	-0.169925001442312	1	0.584962500721156	1	0.603759374819711
STK4	-0.584962500721156	1	1	1	0.603759374819711
FAM210B	1	0.415037499278844	1	0	0.603759374819711
LSM14B	0.415037499278844	1	2	-1	0.603759374819711
OPRL1	1	1	1	-0.584962500721156	0.603759374819711
URB1	1	-0.584962500721156	1	1	0.603759374819711
AGPAT3	1	-0.584962500721156	1	1	0.603759374819711
TMEM184B	1	0	0.415037499278844	1	0.603759374819711
AGAP3	1	1.41503749927884	0	0	0.60375937481971
REXO1	1.41503749927884	0	0	1	0.60375937481971
LINC00894	1.41503749927884	0	1	0	0.60375937481971
PGBD2	1	2	1	-1.58496250072116	0.60375937481971
GTDC1	1.41503749927884	2	-1	0	0.60375937481971
MITF	1	2	-1.58496250072116	1	0.60375937481971
LRRC73	1	2	-1.58496250072116	1	0.60375937481971
MIR4647	-1.58496250072116	2	1	1	0.60375937481971
CHMP4A	2	1	1	-1.58496250072116	0.60375937481971
DHX33	1	1	-1.58496250072116	2	0.60375937481971
AP2S1	2	-1.58496250072116	1	1	0.60375937481971
SGK2	2	1	1	-1.58496250072116	0.60375937481971
LRRC26	0.777607578663552	-0.169925001442312	0.415037499278844	1.37851162325373	0.600307924938454
MED26	0.263034405833794	1.13750352374994	1	0	0.600134482395933
FAM178B	0.565597175854225	0.830074998557688	1	0	0.598918043602978
ELMSAN1	0.807354922057604	0	1.58496250072116	0	0.598079355694691
CENPBD1	0.807354922057604	1.58496250072116	-1	1	0.598079355694691
ENO3	0.584962500721156	0.807354922057604	1.58496250072116	-0.584962500721156	0.598079355694691
ZNF324	0.485426827170242	0.321928094887362	1.58496250072116	0	0.598079355694691
STK40	-0.415037499278844	1.22239242133645	1	0.584962500721156	0.59807935569469
DLG5	0.736965594166206	-0.415037499278844	1.22239242133645	0.84799690655495	0.59807935569469
SLC4A5	0.807354922057604	0.584962500721156	0.584962500721156	0.415037499278844	0.59807935569469
DPP10	1.8073549220576	1.58496250072116	0	-1	0.59807935569469
PRKDC	0	1	0.807354922057604	0.584962500721156	0.59807935569469
MEG3	0.807354922057604	1	0	0.584962500721156	0.59807935569469
LIG3	1.58496250072116	0	-1	1.8073549220576	0.59807935569469
C19orf43	0	2	0.807354922057604	-0.415037499278844	0.59807935569469
TP73	0.485426827170242	-0.736965594166206	2.32192809488736	0.321928094887362	0.59807935569469
SLC11A1	1.8073549220576	0	0	0.584962500721156	0.598079355694689
MLPH	1.8073549220576	0.263034405833794	0.736965594166206	-0.415037499278844	0.598079355694689
PDGFRB	1	0	-0.415037499278844	1.8073549220576	0.598079355694689
ZNF469	1.8073549220576	0.584962500721156	-0.584962500721156	0.584962500721156	0.598079355694689
MYCBPAP	1.8073549220576	0	1	-0.415037499278844	0.598079355694689
OPA3	-1	0.584962500721156	0	2.8073549220576	0.598079355694689
BCL2L1	0	-0.415037499278844	2.8073549220576	0	0.598079355694689
MIR4756	1.8073549220576	0.584962500721156	0	0	0.598079355694689
EDF1	1.24792751344359	0.137503523749935	0	1	0.596357759298381
CPAMD8	0.736965594166206	0.321928094887362	0	1.32192809488736	0.595205445985232
SF1	-0.263034405833794	1.32192809488736	1	0.321928094887362	0.595205445985232
DOPEY2	0.321928094887362	0	1.32192809488736	0.736965594166206	0.595205445985232
CRISPLD2	1.37851162325373	0.415037499278844	0	0.584962500721156	0.594627905813433
SLC52A2	1.4594316186373	1.13750352374994	1.58496250072116	-1.8073549220576	0.5936356802627
CDCA5	-0.263034405833794	0.415037499278844	1.22239242133645	1	0.593598878695375
FLI1	0.584962500721156	0	0.459431618637297	1.32192809488736	0.591580553561453
MAP3K3	0.710493382805015	0.807354922057604	0	0.84799690655495	0.591461302854392
RP5-857K21.11	2.1926450779424	0.169925001442312	0	0	0.590642519846178
AURKB	1.58496250072116	-1.22239242133645	1	1	0.590642519846178
C14orf80	1.41503749927884	0	-1.22239242133645	2.16992500144231	0.590642519846175
KCNAB1	0.736965594166206	-1.32192809488736	1.13750352374994	1.8073549220576	0.589973986271596
SETD1A	0.678071905112638	0	2	-0.321928094887362	0.589035952556319
GRID1	0.893084796083488	1.16992500144231	-0.0740005814437769	0.362570079384708	0.587894823866682
PCNXL3	0.5376567859428	-0.415037499278844	2.22239242133645	0	0.586252927000101
CTCF	1.16992500144231	1.58496250072116	1.58496250072116	-2	0.584962500721158
RP11-539L10.3	0.584962500721156	0.584962500721156	1.58496250072116	-0.415037499278844	0.584962500721157
LIMD2	0.169925001442312	-0.415037499278844	0.584962500721156	2	0.584962500721156
INSR	0.584962500721156	0.584962500721156	0.584962500721156	0.584962500721156	0.584962500721156
STX1A	-0.263034405833794	1.58496250072116	-0.584962500721156	1.58496250072116	0.580482023721842
LUZP1	0	0	1.58496250072116	0.736965594166206	0.580482023721842
SESN2	0.321928094887362	-0.584962500721156	1.58496250072116	1	0.580482023721842
SORT1	0.736965594166206	1	-1	1.58496250072116	0.580482023721842
PI4KB	1.58496250072116	1	-0.584962500721156	0.321928094887362	0.580482023721842
MRPL24	0.736965594166206	0	1.58496250072116	0	0.580482023721842
STAG1	0.736965594166206	0	0	1.58496250072116	0.580482023721842
RASGRF2	-0.584962500721156	0.584962500721156	0.736965594166206	1.58496250072116	0.580482023721842
B3GALT4	1.58496250072116	0.736965594166206	0	0	0.580482023721842
WBSCR22	0.736965594166206	1.58496250072116	0	0	0.580482023721842
KB-1562D12.1	0.736965594166206	1.58496250072116	0	0	0.580482023721842
NRARP	0.736965594166206	0.584962500721156	1.58496250072116	-0.584962500721156	0.580482023721842
LRRC23	0.736965594166206	1.58496250072116	0	0	0.580482023721842
C15orf27	-0.263034405833794	1	1.58496250072116	0	0.580482023721842
TRIM65	1	0.321928094887362	-0.584962500721156	1.58496250072116	0.580482023721842
ZC3H4	0	-0.263034405833794	1	1.58496250072116	0.580482023721842
IKBKG	0.736965594166206	1.58496250072116	0	0	0.580482023721842
MGC4771	2.32192809488736	-0.584962500721156	1.58496250072116	-1	0.580482023721841
ATRIP	0.415037499278844	-1	1.58496250072116	1.32192809488736	0.580482023721841
AIP	-1	1.58496250072116	0.415037499278844	1.32192809488736	0.580482023721841
RPLP0	0	1.58496250072116	-0.584962500721156	1.32192809488736	0.580482023721841
PRPSAP2	1.58496250072116	-1	2.32192809488736	-0.584962500721156	0.580482023721841
NGFR	1.58496250072116	1.32192809488736	0	-0.584962500721156	0.580482023721841
KDM1A	1	1	0	0.321928094887362	0.58048202372184
LINC00535	0	0	0.321928094887362	2	0.58048202372184
ENDOG	1	0	0.321928094887362	1	0.58048202372184
RP11-379F12.3	0.736965594166206	0	-0.415037499278844	2	0.58048202372184
FAM107B	0	0	2	0.321928094887362	0.58048202372184
C10orf76	0.321928094887362	0.584962500721156	-0.584962500721156	2	0.58048202372184
SRSF9	1	1	0	0.321928094887362	0.58048202372184
TEX22	2	0	-0.415037499278844	0.736965594166206	0.58048202372184
MRPL20	1	0.736965594166206	0.584962500721156	0	0.58048202372184
SRGAP2	0.321928094887362	1	1	0	0.58048202372184
H2AFY	0	0.584962500721156	0.736965594166206	1	0.58048202372184
AMPH	0.736965594166206	0.584962500721156	1	0	0.58048202372184
RIMS2	0	0.736965594166206	0.584962500721156	1	0.58048202372184
ARHGAP20	0.584962500721156	0	0.736965594166206	1	0.58048202372184
B4GALNT3	0.736965594166206	1	0.584962500721156	0	0.58048202372184
G6PC3	1	0	0.584962500721156	0.736965594166206	0.58048202372184
SLC25A19	0.415037499278844	0.584962500721156	0.584962500721156	0.736965594166206	0.58048202372184
AKAP8L	0.321928094887362	1	-1	2	0.58048202372184
ANO8	0.321928094887362	1	1	0	0.58048202372184
TMEM234	2.32192809488736	0	-1	1	0.58048202372184
ZSWIM5	1.58496250072116	0	2.32192809488736	-1.58496250072116	0.58048202372184
SLC27A3	1	1.32192809488736	0	0	0.58048202372184
F5	2.32192809488736	0	0	0	0.58048202372184
BRINP2	1.32192809488736	2	-1	0	0.58048202372184
GS1-122H1.2	0	0	2.32192809488736	0	0.58048202372184
PPFIA4	0.584962500721156	-0.584962500721156	0	2.32192809488736	0.58048202372184
ZNF513	1.32192809488736	2	-1	0	0.58048202372184
PCGF1	1.32192809488736	0	1	0	0.58048202372184
HTRA2	1.32192809488736	-1	1	1	0.58048202372184
TCF7L1	2.32192809488736	0	0	0	0.58048202372184
MIR3127	0	2.32192809488736	1	-1	0.58048202372184
MARCO	2.32192809488736	1	-1	0	0.58048202372184
SH3BP4	-1	1	1.32192809488736	1	0.58048202372184
AC093642.5	2.32192809488736	0	0	0	0.58048202372184
SPINK8	2.32192809488736	0	0	0	0.58048202372184
GNAI2	-0.736965594166206	1	1.32192809488736	0.736965594166206	0.58048202372184
MTRNR2L12	1.32192809488736	0	1	0	0.58048202372184
TBC1D1	2.32192809488736	0.584962500721156	-0.584962500721156	0	0.58048202372184
RBM47	1.32192809488736	0	1	0	0.58048202372184
TTC29	2.32192809488736	0	0	0	0.58048202372184
NNT	1.32192809488736	1	1	-1	0.58048202372184
DND1	1.32192809488736	0	-1	2	0.58048202372184
ABLIM3	1	1	1.32192809488736	-1	0.58048202372184
MAML1	2.32192809488736	0.584962500721156	-0.584962500721156	0	0.58048202372184
KLHL7	1.32192809488736	0	0	1	0.58048202372184
TBL2	1	0	0	1.32192809488736	0.58048202372184
TRIP6	1.32192809488736	2	-0.415037499278844	-0.584962500721156	0.58048202372184
CLDN15	1.32192809488736	-1	1	1	0.58048202372184
SMARCD3	2.32192809488736	0	-0.584962500721156	0.584962500721156	0.58048202372184
RBM33	-1.58496250072116	0	2.32192809488736	1.58496250072116	0.58048202372184
FBXO32	2.32192809488736	0	0	0	0.58048202372184
KIAA0368	0	2.32192809488736	0	0	0.58048202372184
AIF1L	1.32192809488736	0.584962500721156	0.415037499278844	0	0.58048202372184
SURF4	0	0	0	2.32192809488736	0.58048202372184
MYPN	-1	0	2.32192809488736	1	0.58048202372184
AIFM2	1.32192809488736	-1	1	1	0.58048202372184
ARMS2	2.32192809488736	0	0	0	0.58048202372184
PRAP1	1.58496250072116	-1.58496250072116	1	1.32192809488736	0.58048202372184
ZDHHC5	1.32192809488736	-1	0	2	0.58048202372184
RNASEH2C	0.415037499278844	0.584962500721156	-1	2.32192809488736	0.58048202372184
NPAS4	1.32192809488736	-1.58496250072116	1	1.58496250072116	0.58048202372184
LIPT2	0	0	2.32192809488736	0	0.58048202372184
MOGAT2	1.32192809488736	0	0	1	0.58048202372184
SLC37A2	0	0	1.32192809488736	1	0.58048202372184
RP11-627G23.1	1	0	0	1.32192809488736	0.58048202372184
WNT1	1.32192809488736	0	0	1	0.58048202372184
CERS5	1.32192809488736	1	0	0	0.58048202372184
RP1-288H2.4	1.32192809488736	1	-1	1	0.58048202372184
ARHGEF25	0	0	1.32192809488736	1	0.58048202372184
MON2	1.32192809488736	1	0	0	0.58048202372184
RP11-766N7.3	1.32192809488736	1	1	-1	0.58048202372184
RMST	1.32192809488736	0	0	1	0.58048202372184
FAM216A	0	0	2.32192809488736	0	0.58048202372184
FLT1	1.32192809488736	0	1	0	0.58048202372184
C14orf119	2.32192809488736	1	-1	0	0.58048202372184
TECPR2	1.32192809488736	0	0.415037499278844	0.584962500721156	0.58048202372184
DUOX2	1.32192809488736	1	0	0	0.58048202372184
SLC27A2	2.32192809488736	-1	1	0	0.58048202372184
GNB5	1.32192809488736	1	0	0	0.58048202372184
RAB8B	1.32192809488736	1	-1	1	0.58048202372184
MIR3177	1	1.32192809488736	-1	1	0.58048202372184
CEMP1	1.32192809488736	0	1	0	0.58048202372184
TVP23A	2.32192809488736	0	0	0	0.58048202372184
DPEP3	2.32192809488736	0	0	0	0.58048202372184
PDPR	2.32192809488736	0	0	0	0.58048202372184
LINC01081	1	0	-1	2.32192809488736	0.58048202372184
PABPN1L	1.32192809488736	0	0	1	0.58048202372184
TUSC5	2.32192809488736	0	1	-1	0.58048202372184
GLP2R	0	1.32192809488736	1	0	0.58048202372184
TBC1D3P5	0	-0.415037499278844	0.415037499278844	2.32192809488736	0.58048202372184
SLC6A4	0	0	1.32192809488736	1	0.58048202372184
KRT13	0	-1.4594316186373	1.32192809488736	2.4594316186373	0.58048202372184
PTGES3L-AARSD1	1	-1	1	1.32192809488736	0.58048202372184
UBE2Z	1.32192809488736	0.415037499278844	0	0.584962500721156	0.58048202372184
LINC00483	0	0	1	1.32192809488736	0.58048202372184
SOCS3	2.32192809488736	0	1	-1	0.58048202372184
LINGO3	1	2.32192809488736	0	-1	0.58048202372184
CAMSAP3	0	0	2.32192809488736	0	0.58048202372184
JUND	2.32192809488736	-1	0	1	0.58048202372184
MIR3188	2.32192809488736	-1	0	1	0.58048202372184
SCN1B	0	1.32192809488736	1	0	0.58048202372184
GGN	1	0	2.32192809488736	-1	0.58048202372184
GSK3A	1.32192809488736	0	0	1	0.58048202372184
ZNF114	2.32192809488736	-1	0	1	0.58048202372184
NTN5	1.32192809488736	0	1	0	0.58048202372184
SPIB	1.32192809488736	0	0	1	0.58048202372184
HSPBP1	1.32192809488736	0	0	1	0.58048202372184
