chr	start	end	mcf7.shank2.ctrl	mcf7.shank2.e2	t47d.shank2.ctrl	t47d.shank2.e2	mcf7.rara.ctrl	mcf7.rara.e2	t47d.rara.ctrl	t47d.rara.e2	inclusion	msr	tsr	mrr	trr	average
3	193500001	193750000	10	13	6	12	5	7	3	7	yes	0.347923303420307	0.893084796083488	0.415037499278844	1	0.66401139969566
3	193750001	1.94e+08	5	12	7	18	4	8	7	12	yes	1.11547721741994	1.24792751344359	0.84799690655495	0.700439718141092	0.977960338889891
3	194000001	194250000	6	5	9	8	1	2	2	13	yes	-0.222392421336448	-0.15200309344505	0.584962500721156	2.22239242133645	0.608239851819027
3	194250001	194500000	4	8	7	12	1	1	12	12	yes	0.84799690655495	0.700439718141092	0	0	0.387109156174011
3	194500001	194750000	3	6	7	11	1	1	5	10	yes	0.807354922057604	0.584962500721156	0	0.874469117916141	0.566696635173725
3	194750001	1.95e+08	6	3	11	13	3	2	6	11	yes	-0.807354922057604	0.222392421336448	-0.415037499278844	0.777607578663552	-0.055598105334112
3	195000001	195250000	1	2	3	2	3	1	0	3	yes	0.584962500721156	-0.415037499278844	-1	2	0.292481250360578
3	195250001	195500000	7	11	4	12	2	3	4	4	yes	0.584962500721156	1.37851162325373	0.415037499278844	0	0.594627905813433
3	195500001	195750000	6	15	13	14	6	6	10	16	yes	1.1926450779424	0.0995356735509144	0	0.628031222613042	0.480052993526588
3	195750001	1.96e+08	4	11	8	18	5	6	5	13	yes	1.26303440583379	1.07800251200127	0.222392421336448	1.22239242133645	0.946455440126991
3	196000001	196250000	1	12	7	8	1	2	2	3	yes	2.70043971814109	0.169925001442312	0.584962500721156	0.415037499278844	0.967591179895851
3	196250001	196500000	3	9	5	4	2	0	7	5	yes	1.32192809488736	-0.263034405833794	-1.58496250072116	-0.415037499278844	-0.235276577736608
3	196500001	196750000	7	10	4	9	7	2	4	8	yes	0.459431618637297	1	-1.41503749927884	0.84799690655495	0.223097756478351
3	196750001	1.97e+08	4	4	1	4	3	1	0	3	yes	0	1.32192809488736	-1	2	0.580482023721841
3	197000001	197250000	2	9	8	11	4	0	6	16	yes	1.73696559416621	0.415037499278844	-2.32192809488736	1.28010791919274	0.277545729437606
3	197250001	197500000	6	3	2	9	3	1	5	7	yes	-0.807354922057604	1.73696559416621	-1	0.415037499278844	0.0861620428468615
3	197500001	197750000	2	9	5	8	1	2	3	3	yes	1.73696559416621	0.584962500721156	0.584962500721156	0	0.72672264890213
3	197750001	1.98e+08	0	3	2	1	0	1	1	3	yes	2	-0.584962500721156	1	1	0.853759374819711
3	198000001	198250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	1	250000	18	36	9	8	15	13	4	13	yes	0.961525852185364	-0.15200309344505	-0.192645077942396	1.48542682717024	0.52557612699204
4	250001	5e+05	3	6	2	5	0	4	1	1	yes	0.807354922057604	1	2.32192809488736	0	1.03232075423624
4	500001	750000	8	21	5	7	10	17	9	10	yes	1.28950661719498	0.415037499278844	0.710493382805015	0.137503523749935	0.638135255757195
4	750001	1e+06	39	51	11	21	22	32	6	10	yes	0.37851162325373	0.874469117916141	0.52083216330144	0.652076696579693	0.606472400262751
4	1000001	1250000	11	18	11	13	10	13	7	11	yes	0.662965012722429	0.222392421336448	0.347923303420307	0.584962500721156	0.454560809550085
4	1250001	1500000	6	11	4	6	10	7	2	8	yes	0.777607578663552	0.485426827170242	-0.459431618637297	1.58496250072116	0.597141321979413
4	1500001	1750000	11	16	5	14	5	6	6	11	yes	0.502500340529183	1.32192809488736	0.222392421336448	0.777607578663552	0.706107108854136
4	1750001	2e+06	14	19	7	9	12	18	9	21	yes	0.415037499278844	0.321928094887362	0.547487795302493	1.13750352374994	0.605489228304659
4	2000001	2250000	4	4	6	4	4	4	6	4	yes	0	-0.485426827170242	0	-0.485426827170242	-0.242713413585121
4	2250001	2500000	5	18	4	9	3	5	5	8	yes	1.66296501272243	1	0.584962500721156	0.584962500721156	0.958222503541185
4	2500001	2750000	5	8	2	4	4	7	3	2	yes	0.584962500721156	0.736965594166206	0.678071905112638	-0.415037499278844	0.396240625180289
4	2750001	3e+06	10	16	5	6	9	11	6	6	yes	0.628031222613042	0.222392421336448	0.263034405833794	0	0.278364512445821
4	3000001	3250000	1	12	5	6	3	2	6	4	yes	2.70043971814109	0.222392421336448	-0.415037499278844	-0.485426827170242	0.505591953257114
4	3250001	3500000	11	16	6	13	5	15	6	10	yes	0.502500340529183	1	1.41503749927884	0.652076696579693	0.89240363409693
4	3500001	3750000	2	8	13	7	2	3	5	9	yes	1.58496250072116	-0.807354922057604	0.415037499278844	0.736965594166206	0.48240266802715
4	3750001	4e+06	5	10	6	8	4	4	6	3	yes	0.874469117916141	0.362570079384708	0	-0.807354922057604	0.107421068810811
4	4000001	4250000	0	2	4	1	0	1	0	1	yes	1.58496250072116	-1.32192809488736	1	1	0.565758601458448
4	4250001	4500000	2	2	5	4	0	0	2	2	yes	0	-0.263034405833794	0	0	-0.0657586014584484
4	4500001	4750000	4	1	2	4	0	1	2	2	yes	-1.32192809488736	0.736965594166206	1	0	0.103759374819711
4	4750001	5e+06	2	5	6	6	0	0	3	2	yes	1	0	0	-0.415037499278844	0.146240625180289
4	5000001	5250000	0	8	5	5	2	1	0	1	yes	3.16992500144231	0	-0.584962500721156	1	0.896240625180289
4	5250001	5500000	1	0	1	1	1	1	1	3	yes	-1	0	0	1	0
4	5500001	5750000	2	2	4	4	0	1	2	3	yes	0	0	1	0.415037499278844	0.353759374819711
4	5750001	6e+06	2	7	8	4	2	1	3	3	yes	1.41503749927884	-0.84799690655495	-0.584962500721156	0	-0.00448047699931564
4	6000001	6250000	3	1	6	3	1	1	8	7	yes	-1	-0.807354922057604	0	-0.169925001442312	-0.494319980874979
4	6250001	6500000	6	3	6	3	5	4	2	3	yes	-0.807354922057604	-0.807354922057604	-0.263034405833794	0.415037499278844	-0.36567668766754
4	6500001	6750000	12	11	8	10	5	10	14	9	yes	-0.115477217419936	0.289506617194985	0.874469117916141	-0.584962500721156	0.115884004242508
4	6750001	7e+06	5	5	5	2	2	2	0	6	yes	0	-1	0	2.8073549220576	0.451838730514401
4	7000001	7250000	1	3	5	6	4	3	2	3	yes	1	0.222392421336448	-0.321928094887362	0.415037499278844	0.328875456431982
4	7250001	7500000	2	7	5	10	2	1	5	3	yes	1.41503749927884	0.874469117916141	-0.584962500721156	-0.584962500721156	0.279895403938168
4	7500001	7750000	3	5	2	6	4	1	3	7	yes	0.584962500721156	1.22239242133645	-1.32192809488736	1	0.37135670679256
4	7750001	8e+06	4	6	5	7	3	2	1	3	yes	0.485426827170242	0.415037499278844	-0.415037499278844	1	0.37135670679256
4	8000001	8250000	1	8	8	4	4	4	1	4	yes	2.16992500144231	-0.84799690655495	0	1.32192809488736	0.660964047443681
4	8250001	8500000	3	2	3	7	4	2	3	6	yes	-0.415037499278844	1	-0.736965594166206	0.807354922057604	0.163837957153138
4	8500001	8750000	0	6	2	3	2	0	6	5	yes	2.8073549220576	0.415037499278844	-1.58496250072116	-0.222392421336448	0.353759374819711
4	8750001	9e+06	2	1	1	4	2	0	0	6	yes	-0.584962500721156	1.32192809488736	-1.58496250072116	2.8073549220576	0.489839503875663
4	9000001	9250000	0	1	0	0	0	1	0	2	yes	1	0	1	1.58496250072116	0.896240625180289
4	9250001	9500000	2	2	2	1	0	0	0	0	yes	0	-0.584962500721156	0	0	-0.146240625180289
4	9500001	9750000	2	2	3	2	0	0	1	1	yes	0	-0.415037499278844	0	0	-0.103759374819711
4	9750001	1e+07	1	1	2	1	0	0	1	0	yes	0	-0.584962500721156	0	-1	-0.396240625180289
4	10000001	10250000	6	2	7	3	3	0	2	1	yes	-1.22239242133645	-1	-2	-0.584962500721156	-1.2018387305144
4	10250001	10500000	2	1	1	1	2	2	3	1	yes	-0.584962500721156	0	0	-1	-0.396240625180289
4	10500001	10750000	2	2	6	1	0	2	0	2	yes	0	-1.8073549220576	1.58496250072116	1.58496250072116	0.340642519846177
4	10750001	1.1e+07	1	0	0	0	0	0	0	1	yes	-1	0	0	1	0
4	11000001	11250000	0	0	1	0	0	1	0	1	yes	0	-1	1	1	0.25
4	11250001	11500000	1	2	1	1	1	2	0	0	yes	0.584962500721156	0	0.584962500721156	0	0.292481250360578
4	11500001	11750000	0	1	0	5	0	0	1	0	yes	1	2.58496250072116	0	-1	0.646240625180289
4	11750001	1.2e+07	1	1	0	1	0	0	0	0	yes	0	1	0	0	0.25
4	12000001	12250000	0	1	1	0	0	0	0	1	yes	1	-1	0	1	0.25
4	12250001	12500000	0	0	2	0	1	0	0	0	yes	0	-1.58496250072116	-1	0	-0.646240625180289
4	12500001	12750000	1	1	0	1	1	0	0	1	yes	0	1	-1	1	0.25
4	12750001	1.3e+07	0	0	1	0	0	0	0	0	yes	0	-1	0	0	-0.25
4	13000001	13250000	2	1	2	0	0	0	1	0	yes	-0.584962500721156	-1.58496250072116	0	-1	-0.792481250360578
4	13250001	13500000	0	1	0	2	1	1	0	1	yes	1	1.58496250072116	0	1	0.896240625180289
4	13500001	13750000	2	2	2	1	4	0	0	1	yes	0	-0.584962500721156	-2.32192809488736	1	-0.47672264890213
4	13750001	1.4e+07	0	4	0	1	1	0	0	0	yes	2.32192809488736	1	-1	0	0.580482023721841
4	14000001	14250000	2	0	0	1	1	0	0	1	yes	-1.58496250072116	1	-1	1	-0.146240625180289
4	14250001	14500000	2	1	0	0	0	0	0	1	yes	-0.584962500721156	0	0	1	0.103759374819711
4	14500001	14750000	2	0	0	0	0	0	3	0	yes	-1.58496250072116	0	0	-2	-0.896240625180289
4	14750001	1.5e+07	0	1	1	0	1	0	0	1	yes	1	-1	-1	1	0
4	15000001	15250000	1	2	0	1	1	0	1	0	yes	0.584962500721156	1	-1	-1	-0.103759374819711
4	15250001	15500000	1	0	1	1	2	1	0	1	yes	-1	0	-0.584962500721156	1	-0.146240625180289
4	15500001	15750000	3	1	0	0	2	2	0	3	yes	-1	0	0	2	0.25
4	15750001	1.6e+07	0	2	0	0	0	0	0	2	yes	1.58496250072116	0	0	1.58496250072116	0.792481250360578
4	16000001	16250000	1	3	1	2	3	0	1	2	yes	1	0.584962500721156	-2	0.584962500721156	0.0424812503605781
4	16250001	16500000	0	0	3	1	0	0	1	0	yes	0	-1	0	-1	-0.5
4	16500001	16750000	0	2	1	3	1	4	0	1	yes	1.58496250072116	1	1.32192809488736	1	1.22672264890213
4	16750001	1.7e+07	0	1	1	1	1	1	0	1	yes	1	0	0	1	0.5
4	17000001	17250000	1	3	1	1	0	1	1	1	yes	1	0	1	0	0.5
4	17250001	17500000	0	2	1	1	0	0	0	0	yes	1.58496250072116	0	0	0	0.396240625180289
4	17500001	17750000	0	3	1	4	0	0	3	1	yes	2	1.32192809488736	0	-1	0.58048202372184
4	17750001	1.8e+07	0	0	0	4	0	2	1	0	yes	0	2.32192809488736	1.58496250072116	-1	0.72672264890213
4	18000001	18250000	0	0	0	0	0	0	0	1	yes	0	0	0	1	0.25
4	18250001	18500000	1	1	1	1	0	0	1	0	yes	0	0	0	-1	-0.25
4	18500001	18750000	2	1	1	1	0	0	0	0	yes	-0.584962500721156	0	0	0	-0.146240625180289
4	18750001	1.9e+07	0	0	0	0	3	0	0	1	yes	0	0	-2	1	-0.25
4	19000001	19250000	2	3	0	0	1	1	0	0	yes	0.415037499278844	0	0	0	0.103759374819711
4	19250001	19500000	1	1	0	0	1	0	0	1	yes	0	0	-1	1	0
4	19500001	19750000	0	1	0	1	1	2	0	0	yes	1	1	0.584962500721156	0	0.646240625180289
4	19750001	2e+07	0	0	1	0	1	0	0	2	yes	0	-1	-1	1.58496250072116	-0.103759374819711
4	20000001	20250000	0	0	0	0	0	0	1	0	yes	0	0	0	-1	-0.25
4	20250001	20500000	0	2	1	2	0	1	0	2	yes	1.58496250072116	0.584962500721156	1	1.58496250072116	1.18872187554087
4	20500001	20750000	1	0	0	0	0	3	1	1	yes	-1	0	2	0	0.25
4	20750001	2.1e+07	0	2	0	1	0	1	0	0	yes	1.58496250072116	1	1	0	0.896240625180289
4	21000001	21250000	2	0	0	2	1	0	1	1	yes	-1.58496250072116	1.58496250072116	-1	0	-0.25
4	21250001	21500000	0	2	1	1	1	0	0	1	yes	1.58496250072116	0	-1	1	0.396240625180289
4	21500001	21750000	2	1	0	1	0	2	0	2	yes	-0.584962500721156	1	1.58496250072116	1.58496250072116	0.896240625180289
4	21750001	2.2e+07	2	3	0	2	1	1	0	0	yes	0.415037499278844	1.58496250072116	0	0	0.5
4	22000001	22250000	0	2	0	0	0	0	0	2	yes	1.58496250072116	0	0	1.58496250072116	0.792481250360578
4	22250001	22500000	1	0	1	2	0	2	0	1	yes	-1	0.584962500721156	1.58496250072116	1	0.542481250360578
4	22500001	22750000	0	2	2	1	1	0	0	2	yes	1.58496250072116	-0.584962500721156	-1	1.58496250072116	0.396240625180289
4	22750001	2.3e+07	1	3	3	2	1	1	0	1	yes	1	-0.415037499278844	0	1	0.396240625180289
4	23000001	23250000	1	1	0	1	0	1	0	0	yes	0	1	1	0	0.5
4	23250001	23500000	1	1	0	2	0	0	0	0	yes	0	1.58496250072116	0	0	0.396240625180289
4	23500001	23750000	0	1	0	0	0	1	0	0	yes	1	0	1	0	0.5
4	23750001	2.4e+07	0	0	1	0	1	1	0	0	yes	0	-1	0	0	-0.25
4	24000001	24250000	0	1	2	1	1	1	2	0	yes	1	-0.584962500721156	0	-1.58496250072116	-0.292481250360578
4	24250001	24500000	0	1	2	2	0	1	1	0	yes	1	0	1	-1	0.25
4	24500001	24750000	0	0	1	2	0	1	2	0	yes	0	0.584962500721156	1	-1.58496250072116	-5.55111512312578e-17
4	24750001	2.5e+07	3	2	3	2	0	1	0	3	yes	-0.415037499278844	-0.415037499278844	1	2	0.542481250360578
4	25000001	25250000	3	1	3	2	1	2	0	1	yes	-1	-0.415037499278844	0.584962500721156	1	0.0424812503605781
4	25250001	25500000	0	1	1	1	0	0	1	2	yes	1	0	0	0.584962500721156	0.396240625180289
4	25500001	25750000	2	1	1	3	1	2	0	2	yes	-0.584962500721156	1	0.584962500721156	1.58496250072116	0.646240625180289
4	25750001	2.6e+07	0	1	4	6	0	0	0	2	yes	1	0.485426827170242	0	1.58496250072116	0.767597331972849
4	26000001	26250000	7	4	0	0	0	0	2	1	yes	-0.678071905112638	0	0	-0.584962500721156	-0.315758601458448
4	26250001	26500000	1	1	0	1	0	1	0	1	yes	0	1	1	1	0.75
4	26500001	26750000	0	0	0	0	0	3	0	0	yes	0	0	2	0	0.5
4	26750001	2.7e+07	2	2	1	1	1	1	0	0	yes	0	0	0	0	0
4	27000001	27250000	0	3	0	3	1	0	0	0	yes	2	2	-1	0	0.75
4	27250001	27500000	1	0	0	1	1	0	1	0	yes	-1	1	-1	-1	-0.5
4	27500001	27750000	0	2	2	1	0	0	0	0	yes	1.58496250072116	-0.584962500721156	0	0	0.25
4	27750001	2.8e+07	0	0	1	1	0	0	1	0	yes	0	0	0	-1	-0.25
4	28000001	28250000	2	1	1	0	0	0	0	1	yes	-0.584962500721156	-1	0	1	-0.146240625180289
4	28250001	28500000	2	1	0	1	0	1	1	1	yes	-0.584962500721156	1	1	0	0.353759374819711
4	28500001	28750000	1	2	1	1	1	0	2	0	yes	0.584962500721156	0	-1	-1.58496250072116	-0.5
4	28750001	2.9e+07	0	1	0	0	1	0	0	0	yes	1	0	-1	0	0
4	29000001	29250000	1	2	1	1	2	0	1	0	yes	0.584962500721156	0	-1.58496250072116	-1	-0.5
4	29250001	29500000	2	0	1	0	0	0	0	0	yes	-1.58496250072116	-1	0	0	-0.646240625180289
4	29500001	29750000	1	2	1	1	0	0	0	0	yes	0.584962500721156	0	0	0	0.146240625180289
4	29750001	3e+07	2	0	0	0	1	0	1	0	yes	-1.58496250072116	0	-1	-1	-0.896240625180289
4	30000001	30250000	1	1	2	0	0	1	0	0	yes	0	-1.58496250072116	1	0	-0.146240625180289
4	30250001	30500000	0	0	2	0	0	0	0	0	yes	0	-1.58496250072116	0	0	-0.396240625180289
4	30500001	30750000	2	1	1	0	0	0	0	0	yes	-0.584962500721156	-1	0	0	-0.396240625180289
4	30750001	3.1e+07	1	0	1	2	0	1	0	2	yes	-1	0.584962500721156	1	1.58496250072116	0.542481250360578
4	31000001	31250000	0	1	1	2	1	1	0	0	yes	1	0.584962500721156	0	0	0.396240625180289
4	31250001	31500000	0	1	0	0	0	0	0	1	yes	1	0	0	1	0.5
4	31500001	31750000	0	0	0	0	1	1	0	0	yes	0	0	0	0	0
4	31750001	3.2e+07	3	0	0	1	1	0	0	0	yes	-2	1	-1	0	-0.5
4	32000001	32250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	32250001	32500000	1	1	1	1	0	0	1	0	yes	0	0	0	-1	-0.25
4	32500001	32750000	1	1	0	1	0	1	0	0	yes	0	1	1	0	0.5
4	32750001	3.3e+07	1	2	1	0	0	1	0	0	yes	0.584962500721156	-1	1	0	0.146240625180289
4	33000001	33250000	1	0	0	0	0	1	0	1	yes	-1	0	1	1	0.25
4	33250001	33500000	1	0	0	0	0	1	0	0	yes	-1	0	1	0	0
4	33500001	33750000	0	1	0	0	1	0	0	0	yes	1	0	-1	0	0
4	33750001	3.4e+07	1	1	1	1	0	0	0	0	yes	0	0	0	0	0
4	34000001	34250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	34250001	34500000	1	2	0	0	0	0	0	0	yes	0.584962500721156	0	0	0	0.146240625180289
4	34500001	34750000	0	0	0	2	0	0	0	0	yes	0	1.58496250072116	0	0	0.396240625180289
4	34750001	3.5e+07	2	1	0	0	0	0	0	0	yes	-0.584962500721156	0	0	0	-0.146240625180289
4	35000001	35250000	1	1	0	1	0	0	0	0	yes	0	1	0	0	0.25
4	35250001	35500000	0	3	0	0	0	0	0	0	yes	2	0	0	0	0.5
4	35500001	35750000	0	1	0	0	0	1	1	0	yes	1	0	1	-1	0.25
4	35750001	3.6e+07	1	0	0	0	0	0	0	1	yes	-1	0	0	1	0
4	36000001	36250000	0	3	0	0	0	1	0	1	yes	2	0	1	1	1
4	36250001	36500000	1	3	0	1	0	0	0	0	yes	1	1	0	0	0.5
4	36500001	36750000	0	2	2	0	1	0	0	2	yes	1.58496250072116	-1.58496250072116	-1	1.58496250072116	0.146240625180289
4	36750001	3.7e+07	0	1	0	0	1	1	0	1	yes	1	0	0	1	0.5
4	37000001	37250000	0	2	0	1	0	1	1	2	yes	1.58496250072116	1	1	0.584962500721156	1.04248125036058
4	37250001	37500000	6	2	2	2	0	0	0	1	yes	-1.22239242133645	0	0	1	-0.0555981053341121
4	37500001	37750000	1	3	3	1	0	0	2	2	yes	1	-1	0	0	0
4	37750001	3.8e+07	1	4	2	1	1	2	0	0	yes	1.32192809488736	-0.584962500721156	0.584962500721156	0	0.330482023721841
4	38000001	38250000	0	2	3	3	0	1	0	0	yes	1.58496250072116	0	1	0	0.646240625180289
4	38250001	38500000	2	0	3	3	2	0	0	2	yes	-1.58496250072116	0	-1.58496250072116	1.58496250072116	-0.396240625180289
4	38500001	38750000	3	4	1	3	1	0	0	1	yes	0.321928094887362	1	-1	1	0.330482023721841
4	38750001	3.9e+07	0	3	0	2	0	1	1	1	yes	2	1.58496250072116	1	0	1.14624062518029
4	39000001	39250000	1	4	0	1	0	0	0	1	yes	1.32192809488736	1	0	1	0.830482023721841
4	39250001	39500000	1	1	0	2	5	3	2	3	yes	0	1.58496250072116	-0.584962500721156	0.415037499278844	0.353759374819711
4	39500001	39750000	5	6	1	1	0	8	0	0	yes	0.222392421336448	0	3.16992500144231	0	0.84807935569469
4	39750001	4e+07	2	3	1	0	2	0	0	0	yes	0.415037499278844	-1	-1.58496250072116	0	-0.542481250360578
4	40000001	40250000	2	4	0	1	3	0	1	2	yes	0.736965594166206	1	-2	0.584962500721156	0.0804820237218407
4	40250001	40500000	4	3	1	3	4	3	1	0	yes	-0.321928094887362	1	-0.321928094887362	-1	-0.160964047443681
4	40500001	40750000	3	8	1	0	2	0	2	0	yes	1.16992500144231	-1	-1.58496250072116	-1.58496250072116	-0.75
4	40750001	4.1e+07	9	4	2	1	0	1	0	2	yes	-1	-0.584962500721156	1	1.58496250072116	0.25
4	41000001	41250000	7	3	1	0	3	1	2	2	yes	-1	-1	-1	0	-0.75
4	41250001	41500000	4	0	1	1	0	1	1	0	yes	-2.32192809488736	0	1	-1	-0.580482023721841
4	41500001	41750000	2	1	0	1	1	1	1	2	yes	-0.584962500721156	1	0	0.584962500721156	0.25
4	41750001	4.2e+07	4	5	1	3	1	0	1	1	yes	0.263034405833794	1	-1	0	0.0657586014584484
4	42000001	42250000	0	3	0	0	2	0	1	2	yes	2	0	-1.58496250072116	0.584962500721156	0.25
4	42250001	42500000	0	3	2	0	0	1	0	1	yes	2	-1.58496250072116	1	1	0.603759374819711
4	42500001	42750000	1	5	1	1	0	0	1	0	yes	1.58496250072116	0	0	-1	0.146240625180289
4	42750001	4.3e+07	1	0	1	2	0	1	1	1	yes	-1	0.584962500721156	1	0	0.146240625180289
4	43000001	43250000	1	1	1	1	2	1	1	0	yes	0	0	-0.584962500721156	-1	-0.396240625180289
4	43250001	43500000	2	1	0	0	1	2	0	0	yes	-0.584962500721156	0	0.584962500721156	0	-4.85722573273506e-17
4	43500001	43750000	0	0	0	0	0	1	0	0	yes	0	0	1	0	0.25
4	43750001	4.4e+07	0	0	0	1	0	0	0	0	yes	0	1	0	0	0.25
4	44000001	44250000	1	0	1	0	0	1	0	1	yes	-1	-1	1	1	0
4	44250001	44500000	1	0	0	0	1	1	1	0	yes	-1	0	0	-1	-0.5
4	44500001	44750000	0	0	1	1	1	3	0	0	yes	0	0	1	0	0.25
4	44750001	4.5e+07	0	0	0	0	0	0	0	1	yes	0	0	0	1	0.25
4	45000001	45250000	0	2	1	0	0	0	1	0	yes	1.58496250072116	-1	0	-1	-0.103759374819711
4	45250001	45500000	0	1	0	0	1	0	0	0	yes	1	0	-1	0	0
4	45500001	45750000	1	1	1	0	1	0	0	0	yes	0	-1	-1	0	-0.5
4	45750001	4.6e+07	0	0	0	0	1	0	1	0	yes	0	0	-1	-1	-0.5
4	46000001	46250000	2	0	1	1	1	0	0	1	yes	-1.58496250072116	0	-1	1	-0.396240625180289
4	46250001	46500000	0	1	0	2	0	0	0	1	yes	1	1.58496250072116	0	1	0.896240625180289
4	46500001	46750000	3	1	1	0	1	0	0	3	yes	-1	-1	-1	2	-0.25
4	46750001	4.7e+07	0	3	2	0	0	1	0	3	yes	2	-1.58496250072116	1	2	0.853759374819711
4	47000001	47250000	1	2	1	1	1	0	0	0	yes	0.584962500721156	0	-1	0	-0.103759374819711
4	47250001	47500000	0	0	4	0	1	2	0	2	yes	0	-2.32192809488736	0.584962500721156	1.58496250072116	-0.0380007733612626
4	47500001	47750000	0	3	0	2	0	1	0	0	yes	2	1.58496250072116	1	0	1.14624062518029
4	47750001	4.8e+07	1	2	0	0	0	1	0	0	yes	0.584962500721156	0	1	0	0.396240625180289
4	48000001	48250000	1	0	2	1	0	1	1	0	yes	-1	-0.584962500721156	1	-1	-0.396240625180289
4	48250001	48500000	1	0	0	1	1	0	0	1	yes	-1	1	-1	1	0
4	48500001	48750000	1	1	2	1	2	1	0	0	yes	0	-0.584962500721156	-0.584962500721156	0	-0.292481250360578
4	48750001	4.9e+07	0	1	0	0	0	1	1	2	yes	1	0	1	0.584962500721156	0.646240625180289
4	49000001	49250000	0	1	0	0	0	1	0	1	yes	1	0	1	1	0.75
4	49250001	49500000	1	4	2	0	0	2	1	2	yes	1.32192809488736	-1.58496250072116	1.58496250072116	0.584962500721156	0.47672264890213
4	49500001	49750000	0	2	0	1	0	3	0	0	yes	1.58496250072116	1	2	0	1.14624062518029
4	49750001	5e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	50000001	50250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	50250001	50500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	50500001	50750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	50750001	5.1e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	51000001	51250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	51250001	51500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	51500001	51750000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	51750001	5.2e+07	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	52000001	52250000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	52250001	52500000	0	0	0	0	0	0	0	0	yes	0	0	0	0	0
4	52500001	52750000	0	1	1	2	0	1	0	0	yes	1	0.584962500721156	1	0	0.646240625180289
4	52750001	5.3e+07	0	1	0	0	1	1	0	5	yes	1	0	0	2.58496250072116	0.896240625180289
4	53000001	53250000	1	1	1	2	0	0	2	2	yes	0	0.584962500721156	0	0	0.146240625180289
4	53250001	53500000	1	2	0	1	0	1	1	0	yes	0.584962500721156	1	1	-1	0.396240625180289
4	53500001	53750000	1	0	1	3	1	3	0	0	yes	-1	1	1	0	0.25
4	53750001	5.4e+07	0	5	0	1	0	0	0	0	yes	2.58496250072116	1	0	0	0.896240625180289
4	54000001	54250000	0	2	0	0	2	0	0	0	yes	1.58496250072116	0	-1.58496250072116	0	-9.71445146547012e-17
4	54250001	54500000	0	5	2	2	1	1	0	1	yes	2.58496250072116	0	0	1	0.896240625180289
4	54500001	54750000	0	3	1	2	1	0	0	2	yes	2	0.584962500721156	-1	1.58496250072116	0.792481250360578
4	54750001	5.5e+07	2	0	2	3	1	1	2	1	yes	-1.58496250072116	0.415037499278844	0	-0.584962500721156	-0.438721875540867
4	55000001	55250000	1	4	3	1	1	1	0	3	yes	1.32192809488736	-1	0	2	0.580482023721841
4	55250001	55500000	0	5	1	0	1	0	0	1	yes	2.58496250072116	-1	-1	1	0.396240625180289
4	55500001	55750000	4	0	1	0	4	0	2	2	yes	-2.32192809488736	-1	-2.32192809488736	0	-1.41096404744368
4	55750001	5.6e+07	0	3	1	0	0	2	0	1	yes	2	-1	1.58496250072116	1	0.896240625180289
4	56000001	56250000	1	1	1	1	0	2	1	1	yes	0	0	1.58496250072116	0	0.396240625180289
4	56250001	56500000	1	2	2	0	2	1	0	0	yes	0.584962500721156	-1.58496250072116	-0.584962500721156	0	-0.396240625180289
4	56500001	56750000	3	3	0	1	1	0	0	1	yes	0	1	-1	1	0.25
4	56750001	5.7e+07	1	0	0	1	0	1	0	0	yes	-1	1	1	0	0.25
4	57000001	57250000	3	0	1	1	1	0	0	2	yes	-2	0	-1	1.58496250072116	-0.353759374819711
4	57250001	57500000	2	5	0	1	2	1	0	2	yes	1	1	-0.584962500721156	1.58496250072116	0.75
4	57500001	57750000	1	0	0	1	0	1	0	1	yes	-1	1	1	1	0.5
4	57750001	5.8e+07	3	1	2	1	1	1	1	4	yes	-1	-0.584962500721156	0	1.32192809488736	-0.0657586014584485
4	58000001	58250000	3	5	1	1	0	1	1	1	yes	0.584962500721156	0	1	0	0.396240625180289
4	58250001	58500000	2	0	1	0	0	0	0	0	yes	-1.58496250072116	-1	0	0	-0.646240625180289
4	58500001	58750000	0	0	0	0	0	0	1	0	yes	0	0	0	-1	-0.25
4	58750001	5.9e+07	0	1	0	1	0	2	1	0	yes	1	1	1.58496250072116	-1	0.646240625180289
4	59000001	59250000	1	1	0	0	0	0	0	1	yes	0	0	0	1	0.25
4	59250001	59500000	0	1	0	1	0	0	0	0	yes	1	1	0	0	0.5
4	59500001	59750000	0	0	1	1	1	0	2	0	yes	0	0	-1	-1.58496250072116	-0.646240625180289
4	59750001	6e+07	0	2	0	0	0	1	0	0	yes	1.58496250072116	0	1	0	0.646240625180289
